g4,tau4,g1,tau1,p3,p1,stab,p2,p4,tau2,tau3,g3,g2
0.497690850488255,6.70141875563588,0.920422664967948,4.49530944277231,-0.970156666455732,2.1650639836833,0.0767924582776454,-0.508775977782917,-0.686131339444651,4.1715026586061,8.94718903772016,0.695294185291304,0.872306415111796
0.359613766890397,2.80518302595286,0.821520875147536,0.793766736872378,-1.94953756391553,5.10833387703092,-0.0569145286125635,-1.24306136983506,-1.91573494328033,0.837426089743653,1.16334782107943,0.410714701815888,0.94508081325374
0.29827056879567,1.70449925674036,0.621769632855321,7.94662362683315,-1.40338955786175,3.18182511321382,0.00463785864115499,-0.980963101823209,-0.797472453528864,8.75433806435403,3.07801654718351,0.948922289738205,0.293325574163229
0.460003126559965,7.60094376571719,0.453785527865753,1.31270214332076,-0.545544007204915,2.31123850416527,0.0237515642800742,-0.843983934596414,-0.921710562363942,3.73702489341088,7.87570919785825,0.923307984445312,0.233047012438197
0.30262875481688,5.24081383883679,0.829601298176703,8.53198862651574,-1.49702463246618,4.60783998987148,0.0804341741405779,-1.88853452296656,-1.22228083443874,7.25139641144723,6.97615589107095,0.528570904055539,0.95058318746149
0.924905176603599,2.18562805295717,0.810029491155933,5.45779500288842,-1.98733805263898,4.50594756091756,0.0682856786322401,-0.709689860914787,-1.80891964736379,4.90581390047707,5.38514458277373,0.555994939056149,0.604217227736615
0.172636291845309,5.17246806484824,0.625206959986782,9.23469681095942,-1.55388097074348,2.72816841481646,-0.0119701230829484,-0.550407644471922,-0.623879799601063,5.40755900162045,3.76159923331948,0.0720080936143105,0.089422124512929
0.742167021458024,7.41226847593172,0.0562341136972699,2.46455564331024,-0.505327314068738,2.76679852943049,0.010432893091477,-0.985503756460804,-1.27596745890095,8.77609333814293,2.88708799486732,0.430447518763201,0.336017986270719
0.866168722376068,9.49556169076137,0.81500282757006,8.42834229788685,-1.50685741465165,3.63316435905177,0.0747433287327179,-1.47604246753269,-0.650264476867428,2.69758299102125,8.68226258089816,0.812970300823571,0.963876606421524
0.199978982982741,6.29462678461245,0.819079222401396,6.91903787554421,-0.506217497475259,3.57479592657859,0.021849771265416,-1.22977805874874,-1.83880037035459,1.21576179446599,9.04718711472778,0.653712329506101,0.834035608307261
