1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,6,7,8,9
8070687,0.0,1493.0,142.33333333333334,26.0,257.8939667465898,0.0,1534.0,140.10114942528736,28.0,244.77326853066407,421,0.0,1571.0,388.03678160919543,254.0,355.47135426723827,-1528.0,1493.0,2.232183908045977,-16.0,377.6094423054316,278406,397,397,0,397,397,20,95,3173,0,24,9,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,38,1678.0,399.3241379310345,261.0,363.99565898810914
115669,0.0,25.0,0.6442307692307693,0.0,2.162001949643443,0.0,25.0,0.5576923076923077,0.0,2.13666864916263,0,0.0,25.0,1.565934065934066,0.0,3.607614650732557,-24.0,25.0,0.08653846153846154,0.0,2.8127330372131896,745,2,0,1,2,-1,50,33,5,0,24,1,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,28.0,1.6923076923076923,0.0,3.7979673791408146
1422427,0.0,174.0,11.682191780821919,3.0,21.630593139802215,0.0,204.0,12.509589041095891,2.0,26.450792589225657,0,0.0,210.0,32.61917808219178,18.0,38.58792009692467,-197.0,174.0,-0.8273972602739726,-1.0,34.77470053552345,35610,58,58,0,58,58,7,48,1413,0,24,9,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,29,214.0,34.49452054794521,19.0,41.04211799392992
32590,0.0,29.0,1.3125,1.0,2.973187473066574,0.0,23.0,1.2578125,0.0,2.8318669133353973,129,0.0,37.0,2.875,1.0,4.924428900898052,-21.0,29.0,0.0546875,0.0,3.9810264728262923,628,6,0,6,6,-6,44,632,4,0,24,50,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,40.0,3.28125,2.0,5.415454591952554
209071,0.0,54.0,1.2062937062937062,0.0,4.560712690950938,0.0,73.0,1.2097902097902098,0.0,5.072003434256226,0,0.0,135.0,3.174825174825175,1.0,9.68945406482384,-56.0,54.0,-0.0034965034965034965,0.0,6.115152710241042,444,0,0,0,0,0,32,121,1,0,24,55,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,163.0,3.4615384615384617,1.0,11.291601700458951
1501468,0.0,1091.0,51.983193277310924,18.5,96.98215058793099,0.0,1003.0,47.58403361344538,13.0,106.32319168277596,0,0.0,1109.0,125.66386554621849,85.0,147.6370622156896,-853.0,1091.0,4.399159663865547,-8.0,142.05326672600364,50185,87,17,70,85,-53,37,11,86,0,24,8,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,0,2,1153.0,132.98319327731093,87.0,156.53157563672445
4233,0.0,41.0,2.4470404984423677,1.0,4.58099476622754,0.0,41.0,2.0093457943925235,0.0,3.9245103917566158,0,0.0,43.0,5.609034267912772,3.0,6.5670360129749925,-37.0,41.0,0.43769470404984423,0.0,6.031073196935549,1005,5,5,0,5,5,15,16,2,0,24,18,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,45.0,5.859813084112149,4.0,6.885510450988349
32319,0.0,7.0,0.5935483870967742,0.0,1.139874210341046,0.0,17.0,0.9419354838709677,0.0,2.5734092102849884,666,0.0,17.0,1.7419354838709677,0.0,2.9813153833823938,-17.0,7.0,-0.34838709677419355,0.0,2.7535163404731926,406,0,0,0,0,0,49,20,13,0,24,32,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,18.0,2.0064516129032257,1.0,3.2695995102360946
579587,0.0,481.0,26.615935541629366,9.0,50.49408730330588,0.0,365.0,24.9686660698299,8.0,42.33092022274737,0,0.0,511.0,67.93285586392122,43.0,69.75784925617135,-333.0,481.0,1.647269471799463,-4.0,68.71047182476107,33116,170,10,160,164,-150,46,178,54,0,24,18,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,529.0,70.9319606087735,46.0,72.9191482025151
56474,0.0,75.0,3.583081570996979,1.0,7.279168899639512,0.0,48.0,3.604229607250755,1.0,6.841572335347194,0,0.0,77.0,8.927492447129909,5.0,12.749534653996102,-30.0,75.0,-0.021148036253776436,0.0,8.826089444106396,2074,11,2,5,9,-3,52,1478,38,0,24,36,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,81.0,9.646525679758309,5.0,13.621739722408824
