0, 323444
3600, 960510
7200, 880176
10800, 844190
14400, 823993
18000, 814251
21600, 857187
25200, 856791
28800, 862060
32400, 919632
36000, 1083704
39600, 2904437
43200, 4601750
46800, 5447896
50400, 5827498
54000, 5924161
57600, 5851895
61200, 5768661
64800, 5927840
68400, 5326236
72000, 4037245
75600, 1958521
79200, 1360753
82800, 1005194
86400, 901930
90000, 856605
93600, 838370
97200, 810396
100800, 776815
104400, 751163
108000, 793055
111600, 823974
115200, 820458
118800, 840647
122400, 878594
126000, 1192154
129600, 2321550
133200, 2646460
136800, 2760957
140400, 2838611
144000, 2784696
147600, 2798327
151200, 2643123
154800, 2028970
158400, 1331199
162000, 1098105
165600, 930971
169200, 907562
172800, 903603
176400, 873554
180000, 879375
183600, 852853
187200, 828554
190800, 819726
194400, 872418
198000, 856365
201600, 860880
205200, 867119
208800, 873912
212400, 885405
216000, 1053530
219600, 1487664
223200, 1555301
226800, 1637137
230400, 1672030
234000, 1659346
237600, 1514673
241200, 1228543
244800, 1011740
248400, 928749
252000, 809702
255600, 838931
259200, 847904
262800, 829188
266400, 822558
270000, 798517
273600, 767446
277200, 750486
280800, 783165
284400, 815612
288000, 825365
291600, 873486
295200, 1165250
298800, 2977382
302400, 4868975
306000, 6050263
309600, 6470794
313200, 6271899
316800, 6449326
320400, 6352992
324000, 6162712
327600, 6257295
331200, 4570133
334800, 1781374
338400, 1182546
342000, 665858
345600, 522585
349200, 481588
352800, 395139
356400, 380770
360000, 379182
363600, 356068
367200, 353498
370800, 347707
374400, 350931
378000, 417253
381600, 989129
385200, 2884728
388800, 4640841
392400, 5423474
396000, 6246182
399600, 6432793
403200, 6338419
406800, 6312346
410400, 6294323
414000, 6102676
417600, 4505021
421200, 2168289
424800, 1411233
428400, 1055797
432000, 954338
435600, 918498
439200, 904236
442800, 870193
446400, 843259
450000, 682538
453600, 895407
457200, 883550
460800, 897026
464400, 918838
468000, 1262303
471600, 3208919
475200, 5193013
478800, 5787263
482400, 6255837
486000, 6337684
489600, 6335017
493200, 6278740
496800, 6191046
500400, 6183259
504000, 4455055
507600, 2004058
511200, 1425910
514800, 1069949
518400, 942839
522000, 899157
525600, 895133
529200, 858268
532800, 837338
536400, 820983
540000, 870863
543600, 871873
547200, 881182
550800, 918795
554400, 1237336
558000, 3069272
561600, 4708229
565200, 5672066
568800, 6291124
572400, 6407806
576000, 6479889
579600, 6533138
583200, 3473382
586800, 6534838
590400, 4800911
594000, 2668073
597600, 1644350
601200, 1282450
604800, 1131734
608400, 1009042
612000, 891099
615600, 857339
619200, 842849
622800, 816513
626400, 879200
630000, 848292
633600, 858014
637200, 906642
640800, 1208147
644400, 2964568
648000, 5215885
651600, 5777105
655200, 6332104
658800, 6130733
662400, 6284960
666000, 6157055
669600, 6165520
673200, 5771121
676800, 4309930
680400, 2150044
684000, 1475275
687600, 1065030
691200, 967267
694800, 890413
698400, 887174
702000, 835741
705600, 814749
709200, 817443
712800, 853085
716400, 851040
720000, 866029
723600, 867612
727200, 917833
730800, 1225383
734400, 2326451
738000, 2837337
741600, 2975288
745200, 3034415
748800, 3056379
752400, 3181951
756000, 2938511
759600, 2400202
763200, 1444952
766800, 1058781
770400, 845703
774000, 810419
777600, 805781
781200, 789438
784800, 799674
788400, 775703
792000, 756145
795600, 727587
799200, 756489
802800, 789886
806400, 784948
810000, 788247
813600, 802013
817200, 832272
820800, 845033
824400, 873396
828000, 1018788
831600, 1013089
835200, 1095001
838800, 1022910
